id,country,city,district,address,rooms,area,floor,series,price,price_per_meter,has_geocode,latt,longt,stnumber,staddress,created,last_seen
493,Latvia,Riga,Citi,Dzirciema 31,1,37,1,Čehu projekts,45000,1216.22,1,56.9554,24.05232,31.0,Dzirciema iela,07/06/2019 08:01,16/06/2019 08:01
494,Latvia,Riga,Citi,Nīcgales 38,2,55,5,103. sērija,65000,1181.82,1,56.9479,24.17152,38.0,Nīcgales iela,07/06/2019 08:01,16/06/2019 08:01
495,Latvia,Riga,Zolitūde,Lejiņa 20,2,59,2,119. sērija,62800,1064.41,1,56.94715,24.02134,20.0,Paula Lejiņa iela,07/06/2019 08:01,16/06/2019 08:01
496,Latvia,Riga,Purvciems,Ilūkstes 60,2,50,5,Lietuviešu projekts,57000,1140.0,1,56.95316,24.19959,60.0,Ilūkstes iela,07/06/2019 08:01,16/06/2019 08:01
497,Latvia,Riga,Vecmīlgrāvis,Sniega 2,3,56,5,Lietuviešu projekts,54000,964.29,1,57.03401,24.09907,2.0,Sniega iela,07/06/2019 08:01,16/06/2019 08:01
498,Latvia,Riga,Āgenskalns,Alīses 10,2,45,3,Hruščova projekts,43900,975.56,1,56.94734,24.06595,10.0,Alīses iela,07/06/2019 08:01,16/06/2019 08:01
499,Latvia,Riga,Vecmīlgrāvis,Stiebru 11,4,135,1,Jaunais projekts,180000,1333.33,1,57.0354,24.09567,11.0,Stiebru iela,07/06/2019 08:01,16/06/2019 08:01
500,Latvia,Riga,Mežciems,Biķernieku 126,2,60,2,Jaunais projekts,99000,1650.0,1,56.97033,24.1821,18.0,Biķernieku iela,07/06/2019 08:01,09/06/2019 08:01
501,Latvia,Riga,Iļģuciems,Riekstu 23,3,67,5,Lietuviešu projekts,60000,895.52,1,56.96789,24.05898,23.0,Riekstu iela,07/06/2019 08:01,16/06/2019 08:01
502,Latvia,Riga,Āgenskalns,Slokas 32,4,132,2,Pirmskara projekts,165000,1250.0,1,56.94965,24.07167,32.0,Slokas iela,07/06/2019 08:01,16/06/2019 08:01
503,Latvia,Riga,Āgenskalns,Mūkusalas 25,1,31,2,Jaunais projekts,75000,2419.35,1,56.93753,24.10056,25.0,Mūkusalas iela,07/06/2019 08:01,16/06/2019 08:01
504,Latvia,Riga,Citi,Ģimnastikas 6,1,31,4,Lietuviešu projekts,29500,951.61,1,56.91607,24.08942,6.0,Ģimnastikas iela,07/06/2019 08:01,16/06/2019 08:01
505,Latvia,Riga,Vecmīlgrāvis,Ziemeļblāzmas 51,2,51,8,602. sērija,44000,862.75,1,57.0377,24.09711,51.0,Ziemeļblāzmas iela,07/06/2019 08:01,16/06/2019 08:01
506,Latvia,Riga,Maskavas priekšpilsēta,Lomonosova 3,2,49,5,Pirmskara projekts,77000,1571.43,1,56.93689,24.15847,3.0,Lomonosova iela,07/06/2019 08:01,16/06/2019 08:01
507,Latvia,Riga,Pļavnieki,Ulbrokas 12,1,20,1,Mazģimeņu projekts,15500,775.0,1,56.94147,24.21738,12.0,Ulbrokas iela,07/06/2019 08:01,14/06/2019 08:01
508,Latvia,Riga,Purvciems,Purvciema 24,2,61,7,119. sērija,67000,1098.36,1,56.95325,24.17288,24.0,Purvciema iela,07/06/2019 08:01,16/06/2019 08:01
510,Latvia,Riga,Pļavnieki,Ulbrokas 12,2,86,9,Jaunais projekts,88500,1029.07,1,56.94147,24.21738,12.0,Ulbrokas iela,07/06/2019 08:01,16/06/2019 08:01
511,Latvia,Riga,Maskavas priekšpilsēta,Maskavas 137,4,70,2,Specprojekts,23890,341.29,1,56.938,24.15207,137.0,Maskavas iela,07/06/2019 08:01,16/06/2019 08:01
512,Latvia,Riga,Teika,Bērzpils 73,1,23,2,Pirmskara projekts,22500,978.26,1,56.98469,24.19984,73.0,Bērzpils iela,07/06/2019 08:01,16/06/2019 08:01
513,Latvia,Riga,Āgenskalns,Nometņu 57,1,23,1,Pirmskara projekts,14000,608.7,1,56.93748,24.0716,57.0,Nometņu iela,07/06/2019 08:01,16/06/2019 08:01
514,Latvia,Riga,Grīziņkalns,Asara 12,1,25,1,Renovēts,37000,1480.0,1,56.95524,24.14978,12.0,Jāņa Asara iela,07/06/2019 08:01,16/06/2019 08:01
515,Latvia,Riga,Centrs,Avotu 63,3,48,2,Mazģimeņu projekts,50000,1041.67,1,56.95301,24.14328,63.0,Avotu iela,07/06/2019 08:01,16/06/2019 08:01
516,Latvia,Riga,Jugla,Kvēles 21,3,60,1,Hruščova projekts,52000,866.67,1,56.98188,24.24541,21.0,Kvēles iela,07/06/2019 08:01,16/06/2019 08:01
517,Latvia,Riga,Centrs,Matīsa 19,2,42,3,Pirmskara projekts,69800,1661.9,1,56.9576,24.13255,19.0,Matīsa iela,07/06/2019 08:01,16/06/2019 08:01
519,Latvia,Riga,Zolitūde,Lejiņa 9,2,58,2,119. sērija,67000,1155.17,1,56.94812,24.01927,9.0,Paula Lejiņa iela,07/06/2019 08:01,16/06/2019 08:01
520,Latvia,Riga,Vecmīlgrāvis,Emmas 28,1,18,4,Jaunais projekts,21900,1216.67,1,57.03219,24.11679,28.0,Emmas iela,07/06/2019 08:01,16/06/2019 08:01
521,Latvia,Riga,Centrs,Riepnieku 2,2,51,4,Staļina projekts,63000,1235.29,1,56.94482,24.12397,2.0,Riepnieku iela,07/06/2019 08:01,16/06/2019 08:01
522,Latvia,Riga,Centrs,Tērbatas 4,2,68,6,Pirmskara projekts,275000,4044.12,1,56.95303,24.12002,4.0,Tērbatas iela,07/06/2019 08:01,16/06/2019 08:01
523,Latvia,Riga,Centrs,Valmieras 30,2,61,1,Pirmskara projekts,42500,696.72,1,56.95216,24.15154,30.0,Valmieras iela,07/06/2019 08:01,16/06/2019 08:01
524,Latvia,Riga,Centrs,Blaumaņa 26,4,99,6,Pirmskara projekts,94900,958.59,1,56.95313,24.12366,26.0,Blaumaņa iela,07/06/2019 08:01,16/06/2019 08:01
526,Latvia,Riga,Āgenskalns,Vīlipa 12,4,145,8,Jaunais projekts,195075,1345.34,1,56.94841,24.0555,12.0,Vīlipa iela,07/06/2019 08:01,16/06/2019 08:01
527,Latvia,Riga,Iļģuciems,Bēnes 10,2,62,6,Jaunais projekts,84000,1354.84,1,56.96666,24.06454,10.0,Bēnes iela,07/06/2019 08:01,16/06/2019 08:01
529,Latvia,Riga,Šampēteris-Pleskodāle,Lielirbes 11,3,101,21,Jaunais projekts,190000,1881.19,1,56.93415,24.04373,11.0,Lielirbes iela,07/06/2019 08:01,16/06/2019 08:01
530,Latvia,Riga,Pļavnieki,Salnas 11,3,63,6,602. sērija,66900,1061.9,1,56.94274,24.22462,11.0,Salnas iela,07/06/2019 08:01,16/06/2019 08:01
531,Latvia,Riga,Imanta,Kurzemes pr. 94,2,51,9,602. sērija,40000,784.31,1,56.96906,24.01352,94.0,Kurzemes prospekts,07/06/2019 08:01,16/06/2019 08:01
532,Latvia,Riga,Purvciems,Burtnieku 35,1,25,4,Hruščova projekts,18000,720.0,1,56.96729,24.18113,35.0,Burtnieku iela,07/06/2019 08:01,11/06/2019 08:00
533,Latvia,Riga,Maskavas priekšpilsēta,Rēznas 7,2,42,1,Hruščova projekts,32000,761.9,1,56.93663,24.16231,7.0,Rēznas iela,07/06/2019 08:01,16/06/2019 08:01
534,Latvia,Riga,Centrs,Čaka 82,2,44,2,Pirmskara projekts,75000,1704.55,1,56.95667,24.13745,82.0,Aleksandra Čaka iela,07/06/2019 08:01,16/06/2019 08:01
535,Latvia,Riga,Grīziņkalns,Asara 12,1,22,1,Renovēts,37000,1681.82,1,56.95524,24.14978,12.0,Jāņa Asara iela,07/06/2019 08:01,16/06/2019 08:01
536,Latvia,Riga,Jugla,Kvēles 23,2,45,4,Lietuviešu projekts,43300,962.22,1,56.98297,24.24518,23.0,Kvēles iela,07/06/2019 08:01,16/06/2019 08:01
537,Latvia,Riga,Āgenskalns,Valentīna 16,2,44,1,Renovēts,69000,1568.18,1,56.94103,24.05391,16.0,Valentīna iela,07/06/2019 08:01,16/06/2019 08:01
538,Latvia,Riga,Āgenskalns,Valentīna 16,2,49,1,Renovēts,79800,1628.57,1,56.94103,24.05391,16.0,Valentīna iela,07/06/2019 08:01,16/06/2019 08:01
540,Latvia,Riga,Pļavnieki,Grestes 8,4,75,6,467. sērija,72000,960.0,1,56.93586,24.208,8.0,JAAa Grestes iela,07/06/2019 08:01,16/06/2019 08:01
541,Latvia,Riga,Centrs,Mednieku 6,4,100,1,Pirmskara projekts,117000,1170.0,1,56.96026,24.10771,6.0,Mednieku iela,07/06/2019 08:01,16/06/2019 08:01
543,Latvia,Riga,Zolitūde,Lejiņa 5,2,60,9,119. sērija,71000,1183.33,1,56.94745,24.01685,5.0,Paula Lejiņa iela,07/06/2019 08:01,16/06/2019 08:01
544,Latvia,Riga,Maskavas priekšpilsēta,Maskavas 223,2,62,1,Pirmskara projekts,55000,887.1,1,56.93051,24.16308,223.0,Maskavas iela,07/06/2019 08:01,16/06/2019 08:01
546,Latvia,Riga,Grīziņkalns,Asara 12,2,45,1,Renovēts,90000,2000.0,1,56.95524,24.14978,12.0,Jāņa Asara iela,07/06/2019 08:01,16/06/2019 08:01
547,Latvia,Riga,Vecrīga,Kungu 25,3,138,3,Jaunais projekts,350000,2536.23,1,56.94561,24.10951,25.0,Kungu iela,07/06/2019 08:01,16/06/2019 08:01
548,Latvia,Riga,Centrs,Ģertrūdes 93,3,115,5,Pirmskara projekts,163000,1417.39,1,56.95027,24.13578,93.0,Ģertrūdes iela,07/06/2019 08:01,16/06/2019 08:01
549,Latvia,Riga,Jugla,Murjāņu 38,2,46,1,Lietuviešu projekts,37000,804.35,1,56.97829,24.24732,38.0,Murjāņu iela,07/06/2019 08:01,16/06/2019 08:01
550,Latvia,Riga,Mežciems,Mežciema 23,1,49,6,104. sērija,54000,1102.04,1,56.9712,24.23441,23.0,Mežciema iela,07/06/2019 08:01,16/06/2019 08:01
552,Latvia,Riga,Mežciems,Hipokrāta 11,2,60,12,104. sērija,62000,1033.33,1,56.9672,24.23758,11.0,Hipokrāta iela,07/06/2019 08:01,16/06/2019 08:01
553,Latvia,Riga,Pļavnieki,Salnas 20,1,35,1,602. sērija,35500,1014.29,1,56.94211,24.22654,20.0,Salnas iela,07/06/2019 08:01,11/06/2019 08:00
554,Latvia,Riga,Citi,Rusova 9,2,56,7,Jaunais projekts,89000,1589.29,1,56.98863,24.16984,9.0,Rusova iela,07/06/2019 08:01,16/06/2019 08:01
555,Latvia,Riga,Jugla,Juglas 49,3,60,3,Lietuviešu projekts,61900,1031.67,1,56.97701,24.25309,49.0,Juglas iela,07/06/2019 08:01,16/06/2019 08:01
556,Latvia,Riga,Ziepniekkalns,Valdeķu 55,3,77,1,119. sērija,74900,972.73,1,56.90179,24.09134,55.0,Valdeķu iela,07/06/2019 08:01,16/06/2019 08:01
557,Latvia,Riga,Centrs,Pērnavas 18,1,33,1,Pirmskara projekts,39950,1210.61,1,56.96638,24.14752,4.0,Pērnavas iela,07/06/2019 08:01,16/06/2019 08:01
559,Latvia,Riga,Purvciems,Zvaigznāja g. 7,1,27,4,Lietuviešu projekts,30500,1129.63,1,56.95285,24.20659,7.0,Zvaigznāja gatve,07/06/2019 08:01,10/06/2019 08:01
560,Latvia,Riga,Citi,Atlantijas 52,2,35,2,Privātmāja,50000,1428.57,1,57.04898,24.09936,52.0,Atlantijas iela,07/06/2019 08:01,16/06/2019 08:01
561,Latvia,Riga,Centrs,Blaumaņa 12,1,33,7,Renovēts,86369,2617.24,1,56.95464,24.12233,12.0,Blaumaņa iela,07/06/2019 08:01,16/06/2019 08:01
562,Latvia,Riga,Centrs,Čaka 33,4,80,6,Renovēts,270000,3375.0,1,56.95227,24.12768,33.0,Aleksandra Čaka iela,07/06/2019 08:01,16/06/2019 08:01
563,Latvia,Riga,Imanta,Kurzemes pr. 164,3,66,1,602. sērija,78000,1181.82,1,56.95428,23.99813,164.0,Kurzemes prospekts,07/06/2019 08:01,16/06/2019 08:01
564,Latvia,Riga,Centrs,Skanstes 29,2,66,9,Jaunais projekts,157900,2392.42,1,56.97232,24.12367,29.0,Skanstes iela,07/06/2019 08:01,16/06/2019 08:01
565,Latvia,Riga,Citi,Vecāķu pr. 191,5,171,3,Jaunais projekts,310000,1812.87,1,57.04725,24.1059,32.0,Vecāķu prospekts,07/06/2019 08:01,16/06/2019 08:01
566,Latvia,Riga,Centrs,Ģertrūdes 78,1,34,2,Specprojekts,39500,1161.76,1,56.94951,24.1365,78.0,Ģertrūdes iela,07/06/2019 08:01,16/06/2019 08:01
567,Latvia,Riga,Centrs,Briāna 4,1,41,1,Renovēts,71925,1754.27,1,56.96281,24.12863,4.0,Aristida Briāna iela,07/06/2019 08:01,16/06/2019 08:01
569,Latvia,Riga,Centrs,Bruņinieku 28,3,124,6,Pirmskara projekts,197000,1588.71,1,56.95587,24.132,28.0,Bruņinieku iela,07/06/2019 08:01,16/06/2019 08:01
570,Latvia,Riga,Iļģuciems,Dagmāras 4,2,57,2,Staļina projekts,57000,1000.0,1,56.96066,24.05898,4.0,Dagmāras iela,07/06/2019 08:01,13/06/2019 08:01
571,Latvia,Riga,Pļavnieki,J. Vācieša 12,3,61,4,602. sērija,60000,983.61,1,56.92576,24.07705,12.0,Ojāra Vācieša iela,07/06/2019 08:01,16/06/2019 08:01
572,Latvia,Riga,Centrs,Mēness 22,4,87,4,Jaunais projekts,179000,2057.47,1,56.9662,24.13837,16.0,Mēness iela,07/06/2019 08:01,16/06/2019 08:01
573,Latvia,Riga,Purvciems,Braslas 23,1,39,1,Mazģimeņu projekts,27000,692.31,1,56.96252,24.16576,23.0,Braslas iela,07/06/2019 08:01,16/06/2019 08:01
574,Latvia,Riga,Imanta,Jūrmalas g. 101,3,62,1,602. sērija,44800,722.58,1,56.95354,23.99938,101.0,Jūrmalas gatve,07/06/2019 08:01,09/06/2019 08:01
575,Latvia,Riga,Ziepniekkalns,Saulkalnes 9,2,44,4,Hruščova projekts,45000,1022.73,1,56.91435,24.09915,9.0,Saulkalnes iela,07/06/2019 08:01,16/06/2019 08:01
578,Latvia,Riga,Centrs,Visvalža 7,2,46,6,Renovēts,87000,1891.3,1,56.94791,24.13039,7.0,Visvalža iela,07/06/2019 08:01,16/06/2019 08:01
579,Latvia,Riga,Centrs,Miera 105,3,72,6,Renovēts,120870,1678.75,1,56.97541,24.14373,105.0,Miera iela,07/06/2019 08:01,16/06/2019 08:01
581,Latvia,Riga,Pļavnieki,Salnas 24,1,40,5,Mazģimeņu projekts,32000,800.0,1,56.94183,24.22626,24.0,Salnas iela,07/06/2019 08:01,16/06/2019 08:01
582,Latvia,Riga,Mežaparks,Viestura pr. 55,3,99,9,Specprojekts,90000,909.09,1,57.00096,24.12737,55.0,Viestura prospekts,07/06/2019 08:01,14/06/2019 08:01
584,Latvia,Riga,Pļavnieki,Sesku 63,3,78,5,119. sērija,77000,987.18,1,56.94616,24.19187,63.0,Sesku iela,07/06/2019 08:01,16/06/2019 08:01
585,Latvia,Riga,Citi,Ezera 13,2,36,2,Pirmskara projekts,22000,611.11,1,57.02064,24.12972,13.0,Ezera iela,07/06/2019 08:01,16/06/2019 08:01
586,Latvia,Riga,Imanta,Slokas 163,2,52,4,Čehu projekts,64800,1246.15,1,56.96005,24.03172,163.0,Slokas iela,07/06/2019 08:01,16/06/2019 08:01
587,Latvia,Riga,Centrs,Avotu 5,1,29,4,Renovēts,65475,2257.76,1,56.95087,24.12797,5.0,Avotu iela,07/06/2019 08:01,16/06/2019 08:01
588,Latvia,Riga,Purvciems,Zvaigznāja g. 7,3,63,4,Lietuviešu projekts,66500,1055.56,1,56.95285,24.20659,7.0,Zvaigznāja gatve,07/06/2019 08:01,16/06/2019 08:01
590,Latvia,Riga,Jugla,Ciemupes 1,4,172,9,Jaunais projekts,228000,1325.58,1,56.98807,24.24669,1.0,Ciemupes iela,07/06/2019 08:01,16/06/2019 08:01
591,Latvia,Riga,Vecrīga,Kalēju 47,2,42,3,Pirmskara projekts,79500,1892.86,1,56.94643,24.11281,47.0,Kalēju iela,07/06/2019 08:01,16/06/2019 08:01
592,Latvia,Riga,Āgenskalns,Valentīna 16,1,34,2,Renovēts,70000,2058.82,1,56.94103,24.05391,16.0,Valentīna iela,07/06/2019 08:01,16/06/2019 08:01
593,Latvia,Riga,Āgenskalns,Altonavas 19,2,39,2,Pirmskara projekts,11700,300.0,1,56.92656,24.08154,19.0,Altonavas iela,07/06/2019 08:01,16/06/2019 08:01
595,Latvia,Riga,Mežciems,Biķernieku 218,2,54,5,103. sērija,40000,740.74,1,56.95744,24.29115,218.0,Biķernieku iela,07/06/2019 08:01,16/06/2019 08:01
596,Latvia,Riga,Āgenskalns,Gardenes 9,3,54,2,Hruščova projekts,55000,1018.52,1,56.9279,24.07259,1.0,Gardenes iela,07/06/2019 08:01,16/06/2019 08:01
597,Latvia,Riga,Pļavnieki,Salnas 17,3,62,8,602. sērija,77300,1246.77,1,56.87097,24.1307,17.0,Salnas iela,07/06/2019 08:01,16/06/2019 08:01
598,Latvia,Riga,Centrs,Grostonas 19,2,66,7,Jaunais projekts,165000,2500.0,1,56.97036,24.12423,19.0,Grostonas iela,07/06/2019 08:01,16/06/2019 08:01
599,Latvia,Riga,Centrs,Miera 105,2,42,6,Renovēts,71230,1695.95,1,56.97541,24.14373,105.0,Miera iela,07/06/2019 08:01,16/06/2019 08:01
600,Latvia,Riga,Centrs,Klijānu 16,3,79,7,Jaunais projekts,130000,1645.57,1,56.97133,24.14974,21.0,Klijānu iela,07/06/2019 08:01,16/06/2019 08:01
601,Latvia,Riga,Šampēteris-Pleskodāle,Kalnciema 97,2,40,2,Hruščova projekts,42700,1067.5,1,56.93798,24.04411,97.0,Kalnciema iela,07/06/2019 08:01,16/06/2019 08:01
602,Latvia,Riga,Ziepniekkalns,Bauskas 203,2,50,9,602. sērija,55000,1100.0,1,56.90154,24.14574,203.0,Bauskas iela,07/06/2019 08:01,16/06/2019 08:01
604,Latvia,Riga,Ķengarags,Višķu 5,2,45,3,Lietuviešu projekts,39500,877.78,1,56.8984,24.21245,5.0,Višķu iela,07/06/2019 08:01,16/06/2019 08:01
607,Latvia,Riga,Ziepniekkalns,Vienības g. 75,1,31,2,Pirmskara projekts,10500,338.71,1,56.91724,24.08761,75.0,Vienības gatve,07/06/2019 08:01,16/06/2019 08:01
608,Latvia,Riga,Krasta rajons,Maskavas 180,1,40,1,Specprojekts,38000,950.0,1,56.93215,24.16054,180.0,Maskavas iela,07/06/2019 08:01,16/06/2019 08:01
610,Latvia,Riga,Jugla,Ciemupes 1,3,102,1,Jaunais projekts,130000,1274.51,1,56.98807,24.24669,1.0,Ciemupes iela,07/06/2019 08:01,16/06/2019 08:01
613,Latvia,Riga,Iļģuciems,Lidoņu 19,2,49,5,Lietuviešu projekts,33999,693.86,1,56.97072,24.06127,19.0,Lidoņu iela,07/06/2019 08:01,16/06/2019 08:01
614,Latvia,Riga,Centrs,Brīvības 82,4,139,6,Renovēts,154750,1113.31,1,56.95879,24.12779,82.0,Brīvības iela,07/06/2019 08:01,16/06/2019 08:01
616,Latvia,Riga,Centrs,Artilērijas 19,4,84,4,Pirmskara projekts,146000,1738.1,1,56.95935,24.13906,19.0,Artilērijas iela,07/06/2019 08:01,16/06/2019 08:01
617,Latvia,Riga,Purvciems,Burtnieku 33,1,18,4,Mazģimeņu projekts,19900,1105.56,1,56.96907,24.18228,33.0,Burtnieku iela,07/06/2019 08:01,16/06/2019 08:01
618,Latvia,Riga,Krasta rajons,Maskavas 243,2,49,5,467. sērija,44900,916.33,1,56.9258,24.16824,243.0,Maskavas iela,07/06/2019 08:01,16/06/2019 08:01
619,Latvia,Riga,Šampēteris-Pleskodāle,Lielirbes 13,2,69,19,Jaunais projekts,109900,1592.75,1,56.93334,24.04343,13.0,Lielirbes iela,07/06/2019 08:01,16/06/2019 08:01
620,Latvia,Riga,Centrs,Ausekļa 5,4,161,2,Pirmskara projekts,430000,2670.81,1,56.96072,24.09983,5.0,Ausekļa iela,07/06/2019 08:01,16/06/2019 08:01
621,Latvia,Riga,Centrs,Kalniņa 1,1,19,2,Renovēts,54590,2873.16,1,56.94935,24.12075,1.0,Alfrēda Kalniņa iela,07/06/2019 08:01,10/06/2019 08:01
623,Latvia,Riga,Centrs,Kalniņa 1,1,26,4,Renovēts,76690,2949.62,1,56.94935,24.12075,1.0,Alfrēda Kalniņa iela,07/06/2019 08:01,16/06/2019 08:01
624,Latvia,Riga,Centrs,Kalniņa 1,1,23,2,Renovēts,62990,2738.7,1,56.94935,24.12075,1.0,Alfrēda Kalniņa iela,07/06/2019 08:01,10/06/2019 08:01
626,Latvia,Riga,Ķengarags,Lokomotīves 60,2,49,4,Lietuviešu projekts,44000,897.96,1,56.90669,24.20323,60.0,Lokomotīves iela,07/06/2019 08:01,16/06/2019 08:01
627,Latvia,Riga,Pļavnieki,Dzeņu 4,3,64,9,602. sērija,87000,1359.38,1,56.94011,24.21029,4.0,Dzeņu iela,07/06/2019 08:01,16/06/2019 08:01
628,Latvia,Riga,Ķengarags,Višķu 9,1,30,5,Lietuviešu projekts,33500,1116.67,1,56.8993,24.21449,9.0,Višķu iela,07/06/2019 08:01,16/06/2019 08:01
629,Latvia,Riga,Grīziņkalns,Dārzaugļu 1,2,64,7,Renovēts,62000,968.75,1,56.96494,24.15072,1.0,Dārzaugļu iela,07/06/2019 08:01,16/06/2019 08:01
630,Latvia,Riga,Sarkandaugava,Patversmes 7,2,35,5,Hruščova projekts,28000,800.0,1,56.99389,24.12897,7.0,Patversmes iela,07/06/2019 08:01,16/06/2019 08:01
632,Latvia,Riga,Centrs,Miera 27,3,103,4,Pirmskara projekts,159000,1543.69,1,56.96364,24.13168,27.0,Miera iela,07/06/2019 08:01,16/06/2019 08:01
633,Latvia,Riga,Jugla,Vidzemes al. 3,2,48,5,Čehu projekts,56500,1177.08,1,56.99286,24.24274,3.0,Vidzemes aleja,07/06/2019 08:01,10/06/2019 08:01
634,Latvia,Riga,Iļģuciems,Palangas 8,3,69,5,Lietuviešu projekts,47200,684.06,1,56.9697,24.05518,8.0,Palangas iela,07/06/2019 08:01,16/06/2019 08:01
635,Latvia,Riga,Purvciems,Ieriķu 46,2,40,1,Staļina projekts,38500,962.5,1,56.96572,24.17987,46.0,Ieriķu iela,07/06/2019 08:01,16/06/2019 08:01
636,Latvia,Riga,Centrs,Bruņinieku 12,3,90,4,Pirmskara projekts,166500,1850.0,1,56.95813,24.12757,12.0,Bruņinieku iela,07/06/2019 08:01,16/06/2019 08:01
637,Latvia,Riga,Teika,Burtnieku 33,1,18,4,Mazģimeņu projekts,19900,1105.56,1,56.96907,24.18228,33.0,Burtnieku iela,07/06/2019 08:01,16/06/2019 08:01
638,Latvia,Riga,Pļavnieki,Pavasara g. 1,4,76,9,602. sērija,58000,763.16,1,56.93516,24.19678,1.0,Pavasara gatve,07/06/2019 08:01,16/06/2019 08:01
639,Latvia,Riga,Purvciems,Stārķu 4,2,46,5,Jaunais projekts,78000,1695.65,1,56.9662,24.16899,4.0,Stārķu iela,07/06/2019 08:01,16/06/2019 08:01
640,Latvia,Riga,Ķengarags,Bultu 4,2,49,4,Lietuviešu projekts,45500,928.57,1,56.95536,24.00574,4.0,Dubultu iela,07/06/2019 08:01,16/06/2019 08:01
641,Latvia,Riga,Purvciems,Pūces 45,3,87,1,Jaunais projekts,97000,1114.94,1,56.95258,24.19018,45.0,Pūces iela,07/06/2019 08:01,16/06/2019 08:01
642,Latvia,Riga,Purvciems,Madonas 27,4,99,7,119. sērija,90000,909.09,1,56.95947,24.17321,27.0,Madonas iela,07/06/2019 08:01,16/06/2019 08:01
643,Latvia,Riga,Centrs,Barona 60,2,38,2,Pirmskara projekts,60000,1578.95,1,56.95509,24.12942,60.0,Krišjāņa Barona iela,07/06/2019 08:01,16/06/2019 08:01
645,Latvia,Riga,Bolderāja,Lemešu 9,3,65,8,602. sērija,54900,844.62,1,57.03336,24.05539,9.0,Lemešu iela,07/06/2019 08:01,16/06/2019 08:01
646,Latvia,Riga,Vecrīga,Kalēju 74,3,75,6,Jaunais projekts,185000,2466.67,1,56.94553,24.11165,74.0,Kalēju iela,07/06/2019 08:01,16/06/2019 08:01
647,Latvia,Riga,Vecmīlgrāvis,Emmas 28,2,34,2,Renovēts,42500,1250.0,1,57.03219,24.11679,28.0,Emmas iela,07/06/2019 08:01,16/06/2019 08:01
648,Latvia,Riga,Citi,Stopiņu 14,2,49,1,Jaunais projekts,61000,1244.9,1,56.94868,24.16925,14.0,Stopiņu iela,07/06/2019 08:01,16/06/2019 08:01
649,Latvia,Riga,Āgenskalns,Raņķa d. 9,3,115,6,Jaunais projekts,178250,1550.0,1,56.94232,24.08864,9.0,Raņķa dambis,07/06/2019 08:01,16/06/2019 08:01
651,Latvia,Riga,Āgenskalns,Valguma 35,2,43,2,Hruščova projekts,58000,1348.84,1,56.94351,24.09043,35.0,Valguma iela,07/06/2019 08:01,16/06/2019 08:01
652,Latvia,Riga,Citi,Valguma 35,2,43,2,Hruščova projekts,58000,1348.84,1,56.94351,24.09043,35.0,Valguma iela,07/06/2019 08:01,16/06/2019 08:01
653,Latvia,Riga,Mežciems,Hipokrāta 13,3,73,4,104. sērija,82000,1123.29,1,56.96676,24.23703,13.0,Hipokrāta iela,07/06/2019 08:01,16/06/2019 08:01
654,Latvia,Riga,Šampēteris-Pleskodāle,Zalves 43,2,67,1,Jaunais projekts,93000,1388.06,1,56.93791,24.03477,43.0,Zalves iela,07/06/2019 08:01,16/06/2019 08:01
655,Latvia,Riga,Pļavnieki,Dravnieku 7,3,71,1,602. sērija,48000,676.06,1,56.94426,24.21238,7.0,Dravnieku iela,07/06/2019 08:01,16/06/2019 08:01
656,Latvia,Riga,Imanta,Kurzemes pr. 88,3,67,3,Lietuviešu projekts,61500,917.91,1,56.96853,24.01518,88.0,Kurzemes prospekts,07/06/2019 08:01,16/06/2019 08:01
657,Latvia,Riga,Pļavnieki,Salnas 36,2,50,2,602. sērija,56500,1130.0,1,56.94156,24.22989,36.0,Salnas iela,07/06/2019 08:01,16/06/2019 08:01
658,Latvia,Riga,Purvciems,Lielvārdes 101,1,49,11,104. sērija,45990,938.57,1,56.9607,24.19957,101.0,Lielvārdes iela,07/06/2019 08:01,16/06/2019 08:01
659,Latvia,Riga,Centrs,Blaumaņa 21,2,78,1,Pirmskara projekts,115000,1474.36,1,56.95264,24.12593,21.0,Blaumaņa iela,07/06/2019 08:01,16/06/2019 08:01
660,Latvia,Riga,Āgenskalns,Alīses 5,1,28,1,Jaunais projekts,48500,1732.14,1,56.94512,24.06892,5.0,Alīses iela,07/06/2019 08:01,16/06/2019 08:01
661,Latvia,Riga,Teika,Ropažu 14,4,93,2,Jaunais projekts,140000,1505.38,1,56.97618,24.16842,14.0,Ropažu iela,07/06/2019 08:01,16/06/2019 08:01
662,Latvia,Riga,Purvciems,Upeņu 11,2,62,6,Jaunais projekts,105000,1693.55,1,56.95955,24.19082,11.0,Upeņu iela,07/06/2019 08:01,16/06/2019 08:01
663,Latvia,Riga,Krasta rajons,Maskavas 198,2,56,5,Staļina projekts,45500,812.5,1,56.92829,24.16452,198.0,Maskavas iela,07/06/2019 08:01,16/06/2019 08:01
665,Latvia,Riga,Purvciems,Vaidavas 15,2,45,5,Lietuviešu projekts,54000,1200.0,1,56.90081,24.05302,15.0,Vaidavas iela,07/06/2019 08:01,16/06/2019 08:01
666,Latvia,Riga,Ķengarags,Maskavas 273,3,60,4,Lietuviešu projekts,45000,750.0,1,56.92078,24.17589,273.0,Maskavas iela,07/06/2019 08:01,16/06/2019 08:01
